Type,Breed1,Breed2,Color1,Color2,Color3,Fee,Quantity,VideoAmt,AgeBins,PhotoAmt,Age,BreedPure,Gender,MaturitySize,FurLength,Health,ColorAmt,Vaccinated,Dewormed,BreedName,Sterilized,StateBins,ColorName,Description,AdoptionSpeed
2,266,0,5,6,7,0,1,0,"[ 12, 24)",1,12,Y,2,1,1,1,3,1,1,Domestic Short Hair,1,41401,Cream,Soft & active,1
2,243,0,7,0,0,0,3,0,"[  3,  6)",5,3,Y,2,2,1,1,1,2,1,American Shorthair,3,41326,White,Hi.. I'm looking for a lovely new owner for the adoption of my 3 little kittens. It's FOC. Kindly contact me if any is interested. Thank you.,4
1,307,0,1,7,0,0,1,0,"[  6, 12)",1,8,N,2,2,1,1,2,2,1,Mixed Breed,1,41326,Black,"Hope was hit by a car early this year and was rescued by a security guard, who nursed her back to health. She was housed in a TNB gated area but was chased out two months later by TNB staff. We managed to get her back after 3 days and she has been in a foster home since. Smart and alert, she is a good watchdog. Shy with strangers but warms up to you and is very loyal once she knows you. Gets along with other dogs, also happy to run around on her own. Please give Hope a home.",4
2,285,264,3,5,0,100,1,0,"[  0,  2)",4,1,N,1,2,3,1,2,2,1,Persian,2,41326,Golden,"Garfield Boy is available again. The adopter Christine could not keep him because her big cat at home could not get along with him, so she returned him to us yesterday. Anyone interested, please contact / Garfield Boy was adopted by Christine from Damansara Jaya today. Thanks for her kindness of adopting this cute kitten. / Adorable local mix Persian kitten looking for new home. He is Garfield Boy, a golden-orange kitten, about 1.5 months old now. He has long hair but not so thick like his sister. He has a straight and fluffy tail. He has beautiful ocean blue eyes too. He has orange stripes on his back and legs like tiger. He has de-flea and was de-wormed on 19th November . He is feeding on kibbles now. He is healthy, very active and playful. He likes playing with his sister, the Garfield Girl. He is toilet (potty) trained & could be let go at anytime. *RM adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",2
1,307,0,1,2,7,0,1,0,"[  3,  6)",4,4,N,2,2,1,1,3,1,1,Mixed Breed,2,41332,Black,Rescue from factory area.FOR SERIOUS AND RESPONSIBLE ADOPTER ONLY. (Irene)Pls call this number first,4
1,141,0,5,0,0,250,1,0,"[ 24, 60)",2,48,Y,1,3,1,1,1,1,1,Labrador Retriever,1,41401,Cream,"This is pasta a Labrador retriever who was found crossing at busy road junction is now looking for good permanent home.On the day i found him,he was being chased away by few street dogs .Scared, he tried to run and cross the busy road.He didnt know how to cross the road and cars are honking at him.i ran to him and carry him into my car as i have no leash with me.I was lucky because even in shocked state when i scoop him up he still believe in human and not show any aggression toward me.and wag his tail immediately when he is in my car. Believed being abandoned by owner.He is 4 years and registered with mka.very healthy and friendly.Very playful and always begging for food.Blood test has been done on him and he has a clean bill of any health issue.Currently being foster by my friend. Interested adopter have to fulfil few criteria as below before viewing. 1.No tying and caging 2.This is not a guard dog so do not expect him to guard the property. 3.Take care of him when he is old and sick 4.we need to visit the dog after adoption to make sure he is under a good hand. 5.adopter have to come and view the dog by themselves . If interested adopter who can meet the criteria pls make a call to me) to arrange viewing.This is very friendly and healthy dog and deserve to have a good home just like others dog.",2
2,306,0,1,7,0,0,2,1,"[  3,  6)",4,5,Y,1,1,2,1,2,2,2,Tuxedo,2,41326,Black,"Tuxedoo and Pepe are super sweet and friendly cats. They are really loving and affectionate. Fully litter trained. They are very communicative. I've rescued both since they were few week old kittens from different places. They have become best friends and are inseperable. Both are very active and healthy kittens. Tuxedoo is of tuxedo breed with medium length hair. He looks like he's wearing a black tuxedo and he has a white patch of ""shirt"" in front. His nose is white on the tip and eyes are turquoise blue. Pepe is a sweetheart who I've been taking care of since a few days old, giving milk and being his foster mum. He has bright brown eyes that strike you immediately when you look at him. His fur is brown and sort and he resembles a mini lion. I am leaving Malaysia and need someone who will be staying here long-term or permanently to take care of them. Please call or whatsapp",4
1,109,0,3,0,0,200,1,0,"[  6, 12)",3,9,Y,1,3,3,1,1,1,1,Golden Retriever,1,41326,Golden,for adpot pls call dog very healty no time to take care,1
2,266,0,1,7,0,30,1,0,"[  3,  6)",4,5,Y,1,2,1,1,2,2,1,Domestic Short Hair,2,41326,Black,"He was rescued as a little kitten about a month back, all its brothers and sisters have been adopted and he's left with his mother(a calico, whom he is very attached to; you can take them as a pair if you would like to, otherwise his mum is going back to the streets where she came from). He was a little weaker than the rest because he was the runt of the litter but he's been receiving treatment and is finally ready to embark on the journey of adoption! We would strongly encourage you to neuter him, he needs the extra health boost. He's a sweet little kitten, human friendly & quiet (except for meal times, he's a glutton)",4
2,265,266,1,2,4,0,2,0,"[  3,  6)",4,3,N,2,2,2,1,3,2,1,Domestic Medium Hair,2,41327,Black,Jojo & Gigi is around 3 months old and they need caring adopter to take care of them. Jojo is a shy kitten with unique color while her sister Gigi is a playful kitten that will steal your heart. They are toilet trained and healthy bunch.,3
2,266,0,1,6,7,0,1,0,"[ 12, 24)",12,12,Y,2,2,1,1,3,2,2,Domestic Short Hair,2,41401,Black,"Profile Ringkas: Name: Mama Kin Age: Adult cat.Probably 1 year and half. Condition: Healthy and Pregnant (Probably will deliver in early May). Believed that this is not the first time she is pregnant. Characteristics: Adorable. Soft. Very affectionate dan sangat manja. Likes to purr a lot. Likes to roll her self on the floor:) Sangat comel bila dia golek-golekkan badan dia atas lantai;) Likes to clean herself frequently. Even with a bulging stomach, she is still a playful mama and like to play:) Why she needs to be adopted asap: Cause the Cat Catcher of my hostel block has started their cat cat catching operation and they may take Mama Kin away to unknown-unsafe place..worse, according to the Cat Catcher,the cats that they have captured will be taken to the zoo negara. Mama Kin's story: Mama Kin is a stray cat that came to my hostel block about two months ago, out of nowhere, right after Mega and her kids have left us. When we started to approach Mama Kin, we noticed that she is an adult cat and she is also pregnant. Without any bias or judgment, yet with with warm hearts, we welcome her to our lives and to this hostel block. Kami namakan dia Mama Kin sebab kaki dia ada 'white spots' that make her looks as if dia pakai stokin;) She is a pretty, adorable and cute pregnant mummy cat. She has been a very good and affectionate cat too. Dia sangat manja. She likes to purr a lot every time I play with her, caress her head, stroke her fur and give her some food. Despite the fact that we love having her around, we know that ""some people"" don't like it. Dan ""some people"" yang dimaksudkan di sini ialah ""the hostel management people"". Just like other cases of cats in this hostel block, we do fear that Mama Kin will be taken away by the Cat Catcher assigned by the hostel management sooner or later. Kalau kucing-kucing ini diambil dan dibawa ke tempat seperti SPCA ke, saya tak kisah. But the Cat Catcher once told me that the cats that he has captured will be brought to zoo negara or somewhere unknown. I totally don't want these cats to be taken to zoo negara or anywhere else that's not safe. Therefore, me and my friends realize that one day we need to find Mama Kin a new owner and release her from this ""cat hater"" place. So, we at first plan to give her away for adoption after she has given birth. Unfortunately, the day that we fear has come. This morning, the Cat Catcher came to my hostel and he and the team searched high and low for any cats, just any cats whether it's the one that has been neutered or not. However, thank God, Alhamdulillah and I'm so grateful that some of my friends who are also cat lovers managed to act quickly and managed to save and hide other cats in some rooms and Mama Kin is now hiding in my room. And this is not the end. They will come again soon cause they know, the cats that they are searching for are not captured today. With all this panic moment and in such dangerous state, I think I can't wait until Mama Kin has delivered. I can't wait after her delivery. It's going to take longer time and her life is 'at stake' now, if I may put it that way. So, I'm putting up Mama Kin's profile in here, so that anybody who's a true cat lover, kind-hearted, considerate and caring out there could have the heart to adopt her. Please... Yes, she is pregnant. And the person who would love to adopt her must be the one who is prepared and ready for new comers. If that person doesn't plan to have them all, perhaps you could be patient for awhile and later, you could give them away for adoption once the kittens are big enough. I'm searching for someone who really really appreciates cats whether they are adults or kittens. Why I say this is because, when I 'advertise' Mega and her kitten not long ago,I found out some people like to have the kittens yet abandon the mother. There was this one couple who intended to adopt Mega and one of her kittens. Tapi this couple told me that they live in an apartment. So what they plan to do is to keep the kitten but put Mega downstairs with other stray cats. Kalau macam tu, apa guna saya iklankan untuk Mega di'adopt'. Baik saya 'buang' saja Mega ke zoo negara seperti yang dilakukan oleh Cat Catcher di hostel block saya ni. So, basically, all I'm asking and hoping for is to have a cat lover who is responsible and caring to take good care of the pregnant and adorable Mama Kin which deserves to feel loved and be happy in a safer place, as soon as possible. That's all. Please... Thank you=)",2
1,307,0,2,0,0,0,1,0,"[  0,  2)",10,1,N,1,1,2,1,1,2,1,Mixed Breed,2,41326,Brown,"Cutie Pie is absolutely a lovely and adorable pup. She has light brown fluffy hair with a pair of steamy eyes....and and and, she has no tail. Adopter must be willing to spay and vaccinate.",2
1,213,307,1,7,0,0,1,0,2,10,2,N,1,2,2,1,2,1,2,Spitz,1,41326,Black,"Furball, white and black, is very affectionate and loves to stick close to human. Playful and adorable. Adopters must vaccinate and spay them. No caging or tying up please. His brother Gumball passed away 16 Feb. Their mother Marisa is also looking for a home.",2
2,265,0,1,3,7,0,2,0,"[ 12, 24)",9,15,Y,3,2,2,1,3,2,3,Domestic Medium Hair,3,41326,Black,My child has the symptoms of asthma. Therefore I'm hoping a kind soul will want to adopt my little kittens. There are 2 kittens to be adopted altogether as soon as possible.,2
2,289,266,6,0,0,150,1,0,"[  3,  6)",3,5,N,1,2,1,1,1,1,1,Russian Blue,1,41326,Gray,Friendly with human. *must always keep indoor *,4
2,273,266,5,7,0,0,1,0,2,5,2,N,1,2,2,1,2,3,1,Javanese,2,41401,Cream,"About tow weeks ago, me and my wife helped this cute kitten, he was trapped at the side of Duke highway. He was bleeding, nervous, skinny & very scared. We rushed to a doctor, and the next day thanks God he became better (But the bill was very big, hehehe). We brought him home loved, feed, cleaned and took care of him very well. Now he is VERY healthy and happy and VERY active. No injuries at all. We named him ""Duke"" :) He is a joy of a cat. Very smart and full of happiness. Plus, he is very funny and creative when playing with us :) He knows well how to use the litter box. To conclude, We are traveling 7th May, after few days!!. And this beautiful kitten can't be safe near streets, he needs a home. So, can you please give Duke a home? Can you take care of him? More info: He is around 2 months old. Crossed breed, and I just assumed from his eyes and ears that he is Javanese though! Because he looks a lot like he is mixed Javanese with domestic or with oriental! De-flea and all necessaries done already (Neutered not yet). White + cream color Very handsome with big blueish/greenish eyes. We already have wet & dry food, will be provided. And we will give him a shower, before handing him to you. Thanks :)",1
